budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
5000000,"['Comedy', 'Drama']",,13996,fIHpvQBfk,English,Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",,"['Intellectual Properties Worldwide', 'Zininsa Film Production']",['United States of America'],2008/8/6,4040588,110,"['English', 'French', 'German']",,"Based on a true story of love, victory, and fermentation",Bottle Shock,6.6,60
5000000,"['Drama', 'Fantasy']",,1024,DsCqX5qTjWMbtiY5iTfqU2sXX2WUUQL,English,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",,"['Fontana Productions', 'Miramax Films', 'New Zealand Film Commission', 'WingNut Films']",['New Zealand'],1994/9/2,3049135,99,['English'],,From a secret world no one could see... came a crime no one could believe.,Heavenly Creatures,7,294
5000000,['Drama'],,343795,zcGi,English,90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",,"['Emmett/Furla Films', 'Giving Films']",['United States of America'],2015/9/11,4842699,121,"['English', 'Portuguese']",,Hope lives,90 Minutes in Heaven,5.4,40
5000000,"['Comedy', 'Drama', 'Romance']",,45658,WvBTQYpMepMsfi1jNctK,English,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",,"['Birdsong Pictures', 'IM Global']",['United States of America'],2010/10/15,2614773,97,['English'],,Lost is a good place to find yourself,Everything Must Go,6,208
5000000,"['Comedy', 'Crime', 'Mystery', 'Thriller']",,16148,MfWCXS,English,Zero Effect,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",,"['Castle Rock Entertainment', 'Columbia Pictures Corporation', 'Manifest Film Company']",['United States of America'],1998/1/30,1980338,116,['English'],,The world's most private detective.,Zero Effect,6,55
5000000,"['Drama', 'Thriller']",,4553,q11q12q1HDWBjTzbzzbszbGzb1zbHb2qjsMjscjsqjsl,English,The Machinist,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",,"['Canal+ España', 'Castelao Producciones', 'Filmax Entertainment', 'ICF', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)']","['Spain', 'United States of America']",2004/2/9,8203235,101,['English'],,A little guilt goes a long way...,The Machinist,7.3,1247
5000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",,245916,Tn,English,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,,"['Bluegrass Films', 'The Combine']",['United States of America'],2014/10/9,2450846,112,['English'],,Can you keep a national secret?,Kill the Messenger,6.6,355
5000000,['Drama'],,27585,q1DGqj5XMVBXfXxq1Gq1cGpiim,English,Rabbit Hole,Life for a happy couple is turned upside down after their young son dies in an accident.,,['Olympus Pictures'],['United States of America'],2010/12/16,5129058,91,['English'],,The only way out is through.,Rabbit Hole,6.9,165
5000000,"['Comedy', 'Crime', 'Drama']",,1415,GpDWzvXxqfVB2Ib2G1CQzDWqst1VHzvfXGxMtTWxVF,English,Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",,['ContentFilm'],"['Netherlands', 'United States of America']",2003/9/5,742898,98,['English'],,'Til death do they party...,Party Monster,5.9,58
5000000,"['Crime', 'Horror', 'Thriller']",,313922,q1eq1vN5QB1WB2QB2x15BjjzPjzMMHH2WT1Tiviz2WNYGixT5qTfsfMffF,English,Green Room,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,,"['Broad Green Pictures', 'Film Science']",['United States of America'],2016/4/15,3220371,95,['English'],,One way in. No way out.,Green Room,6.7,683
5000000,"['Drama', 'Mystery', 'Science Fiction']",,199933,q1p1jJ,English,Atlas Shrugged Part III: Who is John Galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",,['Atlas 3 Productions'],['United States of America'],2014/9/12,846704,99,['English'],,Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,3.9,15
7000000,"['Comedy', 'Crime', 'Drama']",,13685,YDbbpBUVGiWzvvMsefXYDBITzUDfK,English,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",,"['Columbia Pictures Corporation', 'Gracie Films']",['United States of America'],1996/2/21,560069,91,"['English', 'Spanish']",,"They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,281
5000000,"['Comedy', 'Horror']",,46838,q1CcTxfcWBDWBG7,English,Tucker and Dale vs Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",,['Eden Rock Media'],"['Canada', 'United States of America']",2010/1/22,5476793,89,['English'],,Evil just messed with the wrong hillbillies.,Tucker and Dale vs Evil,7.3,847
5000000,"['Horror', 'Thriller']",,298312,NcYiWBMYVeppqbiXfqcYXQcQBs1Ds2HIQYH,English,The Visit,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",,"['Blinding Edge Pictures', 'Blumhouse Productions']",['United States of America'],2015/9/10,98450062,94,['English'],,No one loves you like your grandparents.,The Visit,6,1360
5000000,"['Drama', 'War']",,11600,IDTiZ,English,Redacted,Redacted is a film written and directed by Brian De Palma that is a fictional drama loosely based on the Mahmudiyah killings in Iraq.,,"['HDNet Films', 'The Film Farm']",['United States of America'],2007/1/1,782102,90,"['English', 'Spanish']",,,Redacted,6.2,37
5000000,"['Comedy', 'Drama']",,31175,,German,Soul Kitchen,"SOUL KITCHEN film centers on a likable but hopelessly disorganized restauranteur, Zinos, whose cafe is second home to a motley crew of lovable eccentrics. When his girlfriend Nadine up and moves to Shanghai, a love-sick Zinos decides to fly after her, leaving his restaurant in the hands of his unreliable ex-con brother Illias. Both decisions turn out disastrous: Illias gambles away the restaurant to a shady real estate agent, and Zinos finds Nadine with a new lover. If the brothers can stop arguing and get it together, the Soul Kitchen might still have one last chance at staying in business. The mayhem that follows is a hilariously entertaining story of self-realization, set to an irresistibly soulful soundtrack.",,"['Biograf Jan Svěrák', 'Corazón International']",['Germany'],2009/9/9,17872796,99,"['German', 'Greek']",,,Soul Kitchen,7.1,116
1000000,['Drama'],,12498,qcjcvfGQBzWBMBXI1iA,English,Sling Blade,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",,['Miramax Films'],['United States of America'],1996/8/30,24475416,135,['English'],,A simple man. A difficult choice.,Sling Blade,7.4,231
4798235,"['Horror', 'Thriller']",,77949,YQfNi2NGiz2qQxBHppxNH1iiTMCjXDbi51B3,English,The Awakening,1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost.,,"['BBC Films', 'Creative Scotland', 'Lipsync Productions', 'Origin Pictures', 'Studio Canal']",['United Kingdom'],2011/8/17,209696,107,"['English', 'French']",,Sometimes dead does not mean gone.,The Awakening,6.3,458
4800000,['Horror'],,1690,cvxfWQBBYQfcjjPcsvI2Hsfxqcqsvziz2HYVWBNBUN56,English,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",,"['Hostel LLC', 'International Production Company', 'Lionsgate', 'Next Entertainment', 'Raw Nerve', 'Screen Gems']",['United States of America'],2005/1/6,80578934,94,['English'],,Welcome To Your Worst Nightmare,Hostel,5.7,887
5000000,"['Drama', 'Thriller']",,64720,zcMxYjPPsvy,English,Take Shelter,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",,"['Grove Hill Productions', 'Hydraulx', 'REI Capital', 'Strange Matter Films']",['United States of America'],2011/11/25,3099314,120,['English'],,,Take Shelter,7.1,471
4700000,['Horror'],,16337,1QTfiQic55ev,English,The Texas Chainsaw Massacre 2,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,,['Cannon Films'],['United States of America'],1986/8/22,8025872,101,['English'],,After a decade of silence... The buzzz is back!,The Texas Chainsaw Massacre 2,5.9,139
4638783,['Western'],,11577,cvGptpDQb1TXipUQBbiXiBCYjPtjPpca,English,Pat Garrett & Billy the Kid,An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid.,,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1973/5/23,11000000,106,['English'],,Best of enemies. Deadliest of friends.,Pat Garrett & Billy the Kid,7.2,65
4800000,"['Crime', 'Drama', 'Thriller']",,77987,qcNBCMjBqjBWiebcIiU,English,Only God Forgives,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Jenna to find and kill the individual responsible for his brother's recent death.",,"['A Grand Elephant', 'Bold Films', 'Film i Väst', 'Gaumont', 'Wild Bunch']","['Denmark', 'France', 'Sweden', 'Thailand', 'United States of America']",2013/5/30,10337387,90,"['English', 'Thai']",,Time to Meet The Devil,Only God Forgives,5.6,862
4500000,"['Comedy', 'Crime']",,9336,1izzpHzpqXG7,English,Police Academy,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",,"['The Ladd Company', 'Warner Bros.']",['United States of America'],1984/3/22,146198896,96,['English'],,What an Institution!,Police Academy,6.5,602
4500000,"['Adventure', 'Drama', 'Romance']",,5689,BCvsepTjseP5t5Qiqbj2MXcva,English,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",,['Columbia Pictures Corporation'],['United States of America'],1980/7/5,58853106,104,['English'],,A sensuous story of natural love.,The Blue Lagoon,5.8,408
6000000,"['Comedy', 'Drama', 'Romance']",,712,t1psYNi2DCtDDpWPbpes1WYexqcBtIce1ibTYsfh,English,Four Weddings and a Funeral,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,,"['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",['United Kingdom'],1994/3/9,254700832,117,['English'],,Five good reasons to stay single.,Four Weddings and a Funeral,6.6,632
4500000,['Comedy'],,13342,1itv11Mj52GjspGxWUcVPNWzpNz1fzQpQBUIGcveiCqc5zeMCisc5itF,English,Fast Times at Ridgemont High,"Follows a group of high school students growing up in southern California, based on the real-life adventures chronicled by Cameron Crowe. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. The center of the film is held by Jeff Spicoli, a perpetually stoned surfer dude who faces off with the resolute Mr. Hand, who is convinced that everyone is on dope.",,"['Refugee Films', 'Universal Pictures']",['United States of America'],1982/8/13,27092880,90,['English'],,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",Fast Times at Ridgemont High,7,322
4500000,"['Adventure', 'Drama']",,10339,UNBTTVbYcPWU5fjMP1Gm,English,Moby Dick,"In 1841, young Ishmael signs up for service abroad the Pequod, a whaler sailing out of New Bedford. The ship is under the command of Captain Ahab, a strict disciplinarian who exhorts his men to find Moby Dick, the great white whale. Ahab lost his his leg to that creature and is desperate for revenge. As the crew soon learns, he will stop at nothing to gain satisfaction.",,"['Moulin Productions Inc.', 'Warner Bros.']",['United States of America'],1956/6/27,10400000,116,['English'],,"From the immortal adventure classic...of whaling men, their ships, and the sea!",Moby Dick,6.9,89
15000000,"['Crime', 'Drama']",,1429,YUfjbGeMD2MztiXGDDDbQfe3,English,25th Hour,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",,"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']",['United States of America'],2002/12/16,13060843,135,['English'],,This life was so close to never happening.,25th Hour,7.2,629
4500000,"['Crime', 'Drama', 'Romance', 'Thriller']",,9303,bU1BGNCbGjWYcTUYk,English,Bound,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",,"['Dino De Laurentiis Company', 'Spelling Films']",['United States of America'],1996/9/13,7011317,108,['English'],,"In their world, you can't buy freedom, but you can steal it.",Bound,6.9,198
4500000,"['Crime', 'Drama']",,641,1iCQ5D1xPczz2sVVQ,English,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,,['Artisan Entertainment'],['United States of America'],2000/10/27,7390108,102,['English'],,,Requiem for a Dream,7.9,2443
5000000,['Comedy'],,252680,YiIXviUIWBtBWx1Vfih,English,Moms' Night Out,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",,"['Affirm Films', 'FourBoys Entertainment', 'Provident Films', 'Pure Flix Entertainment', 'TriStar Pictures']",['United States of America'],2014/3/25,10429707,98,['English'],,What could go wrong?,Moms' Night Out,5.5,121
6000000,"['Drama', 'Fantasy', 'Mystery']",,141,UiUQiUXYviXMfYsxb1WTn,English,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",,"['Adam Fields Productions', 'Flower Films', 'Pandora Cinema']",['United States of America'],2001/1/18,1270522,113,['English'],,You can never go too far,Donnie Darko,7.7,3452
4500000,"['Comedy', 'Drama']",,39800,Y1YJ,English,Life During Wartime,"Friends, family, and lovers struggle to find love, forgiveness, and meaning in an almost war-torn world riddled with comedy and pathos. Follows Solondz's film Happiness (1998).",,['Werc Werk Works'],['United States of America'],2009/10/10,744816,97,['English'],,,Life During Wartime,6.3,30
23803308,"['Drama', 'Thriller']",,4550,XS,Korean,"""After a 13-year imprisonment for the kidnap and murder of a 6 year old boy", beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter,,"['CJ Capital Investment', 'Centurion Investment', 'Ilshin Capital Investments', 'Korea Capital Investment', 'Moho Films', 'Samsung Venture Capital', 'TSJ Entertainment']",['South Korea'],2005/7/29,23803308,115,"['English', 'Japanese', 'Korean']",,All she wanted was a peaceful life... they didn't give it.,Sympathy for Lady Vengeance,7.4,1119
98,"['Action', 'Adventure', 'Western']",,68818,qcTfYPsUU5I2DH2DK,English,Blackthorn,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.",,"['Arcadia Motion Pictures', 'Ariane Mararía Films', 'Audiovisual Aval SGR', 'Canal+ España', 'Eter Pictures', 'Ibermedia European Community Program', 'Instituto de Crédito Oficial (ICO)', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Manto Films', 'Nix Films', 'Noodles Production', 'ONO', 'Pegaso Producciones', 'Quickfire Films', 'Televisión Española (TVE)']","['Bolivia', 'France', 'Spain', 'United Kingdom']",2011/8/31,623528,98,"['English', 'Spanish']",,No destiny,Blackthorn,6.6,73
4500000,"['Drama', 'Horror', 'Mystery', 'Thriller']",,36419,cevjbYstNzqtC1VHzpCBWbGzs557,English,After.Life,"A young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive.",,"['Harbor Light Entertainment', 'Lleju Productions', 'Plum Pictures']",['United States of America'],2010/4/9,3606395,104,['English'],,Life is the symptom. Death is the cure.,After.Life,5.4,251
3000000,['Drama'],,510,qGYNYQIsD5UPUXs2YqsHY1VDx2,English,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",,"['Fantasy Films', 'United Artists', 'Warner Bros.']",['United States of America'],1975/11/18,108981275,133,['English'],,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,8.2,2919
4500000,"['Action', 'Drama', 'History', 'Thriller']",,375290,tetb11bcl,Hindi,Airlift,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",,"['Cape Of Good Films', 'Hari Om Entertainment Co.', 'T-Series']",['India'],2016/1/22,32000000,126,"['Arabic', 'Hindi', 'Malayalam']",,"170,000 Refugees, 488 Flights, 59 Days, 1 Man",Airlift,7.3,57
3730500,"['Action', 'Crime', 'Drama']",,116613,sqYcR,English,The Sweeney,"Based on the '70s UK TV show, The Sweeney is an action-packed British police thriller from the director of Football Factory. Jack Regan (Ray Winstone), a hardened cop who doesn‚Äôt play by the rules, is confronted with a criminal from his past. With sidekick George Carter (Ben Drew aka Plan B) they are put on the case of a jewellery store heist that ends in a killing. But is that killing really an execution in disguise? With pressure from his boss and the fact that Regan is having an affair with that boss‚Äôs wife, it‚Äôs not going to be easy for him to stay out of trouble.",,"['Embargo Films', 'Exponential Films', 'Vertigo Films']",['United Kingdom'],2012/9/11,6294161,112,"['English', 'Serbian']",,Act like a criminal to catch a criminal.,The Sweeney,5.7,109
8000000,"['Drama', 'Family']",,1088,sG2MvGIffG5fCBIifbve2Mjv51VMfP5fvjbGUIQ5YiCVXscF,English,Whale Rider,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",,['South Pacific Pictures'],['New Zealand'],2003/1/30,41400000,101,"['English', 'Māori']",,,Whale Rider,7.1,111
4200000,"['Action', 'Fantasy', 'Thriller']",,3040,UiisVipQX5IfXUXcjbQNR,Russian,–ù–æ—á–Ω–æ–π –¥–æ–∑–æ—Ä,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",,"['Bazelevs Production', 'Channel One Russia', 'TABBAK', 'The First Channel']",['Russia'],2004/6/27,32000000,114,"['German', 'Russian']",,All That Stands Between Light And Darkness Is The Night Watch.,Night Watch,6.3,210
3705538,"['Crime', 'Drama', 'Romance', 'Thriller']",,11386,seG12qvqfWfUBpYUb2UcP5x7,English,The Crying Game,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",,"['British Screen Productions', 'Channel Four Films', 'Eurotrustees', 'Miramax Films', 'Nippon Film Development and Finance Inc.', 'Palace Pictures']","['Ireland', 'Japan', 'United Kingdom']",1992/9/2,62548947,112,['English'],,Play At Your Own Risk.,The Crying Game,6.9,176
4000000,['Comedy'],,10246,G1UsY2s1iXeviXDVpfqGi5YictptsPitjjjWUjYiWPIVpff2YbW7,English,Porky's,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",,"['Astral Bellevue Pathé', 'Melvin Simon Productions']","['Canada', 'United States of America']",1981/11/13,125728258,94,['English'],,Keep an eye out for the funniest movie about growing up ever made!,Porky's,6.1,183
114000,['Horror'],,10331,12ezUMiezUGttYqQiDWICYYxcCa,English,Night of the Living Dead,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",,"['Image Ten', 'Laurel Group', 'Market Square Productions', 'Off Color Films']",['United States of America'],1968/10/1,30000000,96,['English'],,"If it doesn't scare you, you're already dead!",Night of the Living Dead,7.5,580
4000000,['Drama'],,153,YCBWUXjfTUjHfz2z2GNIB1TNQq57,English,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",,['American Zoetrope'],"['Japan', 'United States of America']",2003/8/31,119723856,102,"['English', 'Japanese']",,Everyone wants to be found.,Lost in Translation,7.3,1895
4000000,"['Comedy', 'Drama', 'Romance']",,703,beWDUfcWGIVXqQzUvPYqG2qGH,English,Annie Hall,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",,['United Artists'],['United States of America'],1977/4/19,38251425,93,"['English', 'German']",,A nervous romance.,Annie Hall,7.8,1010
4000000,"['Action', 'Drama', 'Romance']",,27191,viNYt7,English,The Greatest Show on Earth,"To ensure a full profitable season, circus manager Brad Braden engages The Great Sebastian, though this moves his girlfriend Holly from her hard-won center trapeze spot. Holly and Sebastian begin a dangerous one-upmanship duel in the ring, while he pursues her on the ground.",,['Paramount Pictures'],['United States of America'],1952/1/10,36000000,152,"['English', 'German']",,,The Greatest Show on Earth,6.6,50
4000000,"['Drama', 'Romance']",,1365,fIPsCftGUUfcvbpszQvtWCUXs,English,Monster's Ball,"Set in the southern USA, a racist white man, Hank, falls in love with a black woman named Leticia. Ironically, Hank is a prison guard working on Death Row who executed Leticia's husband. Hank and Leticia's inter-racial affair leads to confusion and new ideas for the two unlikely lovers.",,"['Lee Daniels Entertainment', 'Lions Gate Films']",['United States of America'],2001/11/11,44909486,111,['English'],,A lifetime of change can happen in a single moment.,Monster's Ball,6.5,250
4000000,['Horror'],,287424,ji2vCa,English,Maggie,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",,"['Gold Star Films', 'Grindstone Entertainment Group', 'Lionsgate', 'Lotus Entertainment (I)', 'Matt Baer Films', 'Silver Reel', 'Sly Predator']","['Switzerland', 'United States of America']",2015/5/8,187112,95,['English'],,Don't Get Bitten,Maggie,5.2,593
3600000,"['Drama', 'Romance']",,451,WvbtQPqsC1ji1WGjxIsDstQXxWvibQbpPWTa,English,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",,"['Intial Productions', 'United Artists']",['United States of America'],1995/10/27,49800000,112,['English'],,I Love You... The Way You Are.,Leaving Las Vegas,7.1,360
4000000,['Thriller'],,241251,QMMffIYpz5YPjvvzUpIIq12IYeciWIY2fGI1NIftGVUsGBt2BYxYqGcTVsI1xfbDUNPb1vDfVtGIpYC1siDUHPvV,English,The Boy Next Door,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",,"['Blumhouse Productions', 'Nuyorican Productions', 'Smart Entertainment', 'Universal Pictures']",['United States of America'],2015/1/23,52425855,91,['English'],,A Moment She Couldn't Resist. An Obsession He Can't Control.,The Boy Next Door,4.1,1022
4000000,['Drama'],,40494,viz2NL,English,Trapeze,"A pair of men try to perform the dangerous ""triple"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.",,['Joanna Productions'],['United States of America'],1956/5/30,14400000,105,"['English', 'Italian']",,"High...High...High...Above Them All! - in excitement! - in spectacle! - in fire, flesh and fury!",Trapeze,6.4,22
3500000,"['Comedy', 'Drama']",,39781,ceeUVW5qQ5qiVBeD5WsztIIDqGspL,English,The Kids Are All Right,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",,"['10th Hole Productions', 'Antidote Films (I)', 'Artist International', 'Artist International Management', 'Focus Features', 'Gilbert Films', 'Mandalay Vision', 'Saint Aire Production']",['United States of America'],2010/7/9,34705850,106,['English'],,"Nic and Jules had the perfect family, until they met the man who made it all possible.",The Kids Are All Right,6.5,506
4000000,"['Action', 'Horror', 'Science Fiction', 'Thriller']",,8337,TxGHWQpMspPL,English,They Live,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",,"['Alive Films', 'Larry Franco Productions', 'Universal Pictures']",['United States of America'],1988/11/23,13008928,94,['English'],,Who are they? And what do they want?,They Live,7.1,550
4000000,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",,5925,5IXWs1x1XHU5GUpDGtbDeY1cWWTzt1X2qGPcpfXHtjqIcjesfxBWj1NPqw,English,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",,"['The Mirisch Corporation', 'United Artists']",['United States of America'],1963/6/20,11744471,172,"['English', 'French', 'German', 'Russian']",,Put a fence in front of these men... and they'll climb it!,The Great Escape,7.8,717
