revenue,budget,release_date,runtime,vote_average,vote_count
24261569,20000000,41360,101,6.5,1119
14822346,16000000,38135,86,4.7,1119
53191886,11000000,39456,106,6.8,1119
754249,13000000,39938,161,7.2,1119
47801389,16000000,39977,93,7.7,1119
3442853,16000000,41777,122,6.4,1119
1237615,15500000,38607,93,5.5,1119
316360478,15000000,31015,105,6.8,1119
476684675,18000000,33186,103,7.1,1119
177200000,21000000,30301,116,6.9,1119
356830601,15000000,31548,110,6.7,1119
213525736,17000000,36800,120,7.2,1119
356296601,15000000,36418,122,7.9,1119
414211549,15000000,40427,118,7.6,1119
216614388,15000000,32486,107,5.7,1119
317000,15000000,39799,102,6.4,1119
146292009,15000000,31399,154,7.7,1119
11301649,16000000,39970,120,6.5,1119
233555708,14000000,41957,113,8.0,1119
67182787,15000000,29287,125,7.2,1119
75700498,15000000,40256,92,5.9,1119
146497771,15000000,41291,100,6.0,1119
61399552,15000000,30525,98,7.1,1119
151831537,15000000,41569,92,6.0,1119
123384128,15000000,38975,103,6.8,1119
73326666,15000000,32202,92,7.1,1119
55184721,15000000,39367,113,6.1,1119
127730736,17000000,40940,95,6.1,1119
66966987,15000000,38751,87,5.4,1119
52970014,15000000,37295,88,5.6,1119
50000000,15000000,28832,183,7.8,1119
64256513,15000000,35789,97,6.7,1119
55534455,17000000,37736,94,5.7,1119
42930462,35000000,41326,112,5.8,1119
61548707,15000000,42334,98,5.9,1119
40283321,15000000,36154,104,6.2,1119
44862187,15000000,35657,104,6.6,1119
66468332,16000000,37232,89,5.5,1119
48126384,7000000,41172,109,7.2,1119
35007180,15000000,36616,106,5.8,1119
123726688,15000000,41969,123,7.8,1119
33771174,15000000,36643,120,6.9,1119
69995385,15000000,22990,216,7.8,1119
39421467,15000000,40053,105,5.1,1119
52501541,15000000,41978,115,7.0,1119
32721635,15000000,39885,110,6.2,1119
47175038,15000000,38387,88,6.2,1119
37664855,13000000,37438,94,4.5,1119
30857814,16000000,32038,98,7.6,1119
30226144,15000000,39443,126,6.9,1119
78054825,15000000,40761,100,7.4,1119
29331068,15000000,38034,89,5.1,1119
46905889,15000000,35902,111,5.6,1119
64238440,15000000,39198,100,6.5,1119
30127963,15000000,41873,115,6.3,1119
32645546,14000000,38401,106,6.1,1119
27728118,20000000,36637,124,7.4,1119
28084357,107,35531,107,6.9,1119
40105542,15000000,40060,99,4.7,1119
24769466,15000000,35188,101,6.3,1119
85306374,15000000,38651,124,7.3,1119
23237911,11500000,34278,134,7.5,1119
43101594,15000000,35684,155,7.5,1119
21000000,15000000,39010,95,6.1,1119
38574362,14000000,36788,97,4.4,1119
22165608,20000000,39003,92,5.0,1119
20566327,15000000,42481,94,6.0,1119
20529194,15000000,40534,117,5.9,1119
17507368,15000000,36000,84,5.5,1119
35485608,15000000,41353,140,6.8,1119
32556119,15000000,41878,108,6.0,1119
42000000,15000000,39731,131,7.2,1119
17080167,15000000,30813,114,5.9,1119
37930465,15000000,41172,97,5.8,1119
31554855,15000000,41845,121,6.5,1119
22730842,15000000,39221,85,6.7,1119
15843608,25000000,36770,87,4.4,1119
59389433,15000000,40604,107,7.0,1119
16633035,15000000,40069,111,6.7,1119
12000000,15000000,37141,92,5.9,1119
15608545,15000000,41215,96,5.2,1119
10443316,15000000,36124,93,4.8,1119
14867514,15000000,38209,103,6.0,1119
46189568,15000000,35860,117,7.8,1119
10903846,15000000,39059,116,6.6,1119
9237470,15000000,37604,118,6.5,1119
18928871,16000000,39083,100,6.7,1119
9902115,15000000,36616,94,5.0,1119
8586376,20000000,37530,94,4.7,1119
34533783,15000000,39486,107,7.4,1119
8762890,15000000,39680,102,5.6,1119
6405245,15000000,40046,89,5.0,1119
8138788,15000000,41175,106,6.0,1119
35097815,15000000,39983,92,6.8,1119
5217498,15000000,36726,105,4.7,1119
12036149,15000000,38673,121,7.0,1119
15785148,15000000,38600,103,7.2,1119
4152230,25000000,36280,92,6.1,1119
20117339,15000000,37027,147,7.6,1119
9455232,15000000,40436,104,6.8,1119
5926410,15000000,39465,111,6.5,1119
7938872,15000000,39375,112,6.3,1119
650422,92620000,9872,153,8.0,1119
9584131,12000000,38300,84,6.5,1119
529766,8000000,35034,116,6.7,85
632542,15000000,42243,105,6.6,157
8936663,8500000,39786,98,6.0,1119
6814789,12000000,40224,97,5.9,1119
76382,15000000,35242,93,5.0,1119
3533227,15000000,39667,98,6.0,1119
23000,15000000,37178,99,6.1,1119
20380,15000000,39107,93,5.7,1119
27187375,20000000,41473,85,5.8,1119
70906973,14600000,34011,101,7.4,1119
122513057,14800000,42186,115,6.3,1119
147298761,14500000,35369,120,6.7,1119
17511906,10000000,40437,111,7.2,1119
159157447,14000000,33823,131,7.7,1119
674918,14200000,38488,139,6.9,1119
377910544,15000000,39580,120,7.6,1119
320145693,14000000,32031,119,6.6,1119
463000000,14000000,32955,119,7.0,1119
239606210,110,32282,110,5.5,1119
161001698,14000000,32862,145,6.7,1119
154864401,14000000,34242,98,6.8,1119
100734718,15000000,39829,101,5.3,1119
75511123,13000000,39218,114,6.1,1119
185438673,14000000,28313,125,6.6,1119
72527595,14000000,36063,99,5.6,1119
34793160,14000000,33256,107,6.5,1119
114956699,13000000,40907,105,6.2,1119
27515786,14000000,34173,109,6.9,1119
25482931,14000000,37323,95,5.8,1119
19800000,14000000,34999,100,4.5,1119
30749142,14000000,28293,118,4.5,1119
22852638,14000000,39972,98,6.2,1119
21409028,14000000,40249,103,5.7,1119
21001563,12000000,36244,117,5.8,1119
13196245,11000000,39157,90,5.0,1119
16951798,11000000,37096,91,4.5,1119
10424470,14000000,36924,86,5.3,1119
11417362,14000000,41207,87,5.5,1119
19777647,14000000,39224,112,7.4,1119
14821658,26000000,38996,136,6.9,1119
5108820,14000000,36637,90,5.5,1119
4291965,101,39017,101,6.4,1119
2474000,14000000,34789,139,5.2,1119
5405500,150,41943,150,6.3,1119
46495,14000000,40816,149,6.1,1119
1755212,14000000,40396,89,7.4,1119
178043761,14000000,38597,134,7.5,1119
29027914,13500000,37500,107,6.9,1119
12314651,14000000,42055,93,5.0,1119
7060876,13500000,36852,124,6.8,1119
19422261,15000000,41159,110,6.7,1119
92180910,18339750,38238,156,7.7,1119
38535221,12806000,38233,125,7.2,1119
5380251,13300000,41712,108,6.0,1119
123922370,13000000,32134,121,7.1,1119
16700000,13400000,40541,100,4.7,1119
98441954,13000000,40585,105,4.8,1119
327803731,13000000,40514,108,7.3,1119
47542841,13000000,27383,200,8.3,1119
91038276,13000000,36903,112,6.3,1119
72500000,7000000,32374,99,5.8,1119
77000000,16000000,42446,117,6.7,1119
73180723,13000000,36875,83,5.2,1119
44726644,13000000,32367,107,6.6,1119
54837234,13000000,41921,102,7.1,1119
49002684,12500000,41684,100,6.0,1119
53478166,16000000,36249,97,7.3,1119
119100758,17000000,42545,86,6.2,1119
96060858,13000000,38008,113,7.3,1119
36450736,12000000,36231,97,3.3,1119
27007143,13000000,35909,91,6.1,1119
35763605,13000000,33186,84,5.8,1119
53830415,13200000,41892,83,5.6,1119
57096190,18000000,39407,126,6.7,1119
36869414,15000000,42025,108,7.6,1119
22863596,13000000,36433,112,7.3,1119
45300000,13000000,41804,89,5.7,1119
16929123,13000000,37071,99,6.6,1119
68673228,19000000,39070,141,7.2,1119
11130889,13000000,39005,104,6.2,1119
8026971,13000000,35923,84,5.5,1119
35401758,6000000,42293,117,8.1,1119
7820688,13000000,34437,95,6.4,1119
27500000,13000000,36376,94,5.7,1119
16757163,13000000,36035,106,5.5,1119
48065672,13000000,41334,93,5.7,1119
4857367,13000000,38853,120,6.8,1119
18000000,13000000,41354,107,5.4,1119
8459458,15000000,39897,96,5.9,1119
9789900,13000000,35158,91,4.8,1119
2636637,13000000,38792,125,6.5,1119
33400000,13000000,41172,102,7.7,1119
1200000,3000000,34103,87,4.5,1119
1151330,13000000,39037,110,6.4,1119
1784763,13000000,42209,91,4.6,1119
3964682,14350531,40675,88,6.3,1119
303877,10000000,40900,127,5.8,1119
68572378,13000000,41347,94,6.6,1119
33082548,90,37463,90,5.3,1119
10652035,13000000,39831,98,6.4,1119
55260558,12000000,29935,100,7.1,1119
23367586,12500000,37609,120,6.7,1119
12281551,12500000,34221,120,7.5,1119
10725228,12500000,33862,100,7.5,1119
27206120,12500000,40065,101,5.4,1119
11293663,12000000,39367,106,7.1,1119
20416563,12500000,39575,94,7.7,1119
40031879,12800000,36663,140,7.6,1119
1227324,12500000,35090,99,7.3,1119
5024782,15000000,40063,90,5.8,1119
31327899,20000000,40422,105,6.3,1119
1083683,12500000,40437,108,6.0,1119
84460846,12300000,32465,69,7.0,1119
15,140,38022,140,7.4,1119
3878993,12500000,40269,118,6.3,1119
441306145,8000000,27024,122,7.5,1119
470654000,7000000,27563,124,7.5,1119
235483004,11000000,36350,95,6.4,1119
8109160,12516654,41255,78,7.6,1119
79817939,25000000,31758,94,5.6,1119
96070507,12000000,41015,122,6.9,1119
75781642,12000000,37347,102,6.2,1119
96800000,12000000,30105,113,7.3,1119
107217396,15000000,34369,86,6.4,1119
79567667,12000000,30470,114,7.0,1119
68706993,12000000,31086,113,7.0,1119
81272766,12000000,40963,110,6.3,1119
114194847,12000000,38940,104,6.7,1119
39673162,12000000,35788,154,7.3,1119
43493123,12000000,39563,107,6.2,1119
145000000,15000000,40940,84,6.6,1119
30400000,12000000,30638,132,6.2,1119
42365581,5000000,29780,116,6.6,1119
61141030,12000000,37302,93,4.7,1119
100000000,12000000,40969,88,6.5,1119
89800000,12000000,25593,172,7.3,1119
52223306,12000000,37489,96,6.6,1119
40855419,12000000,39731,89,5.5,1119
56309766,12000000,39479,98,5.5,1119
31179516,12000000,38084,97,4.7,1119
31155435,12000000,37246,93,6.3,1119
27281507,85,33948,85,7.2,1119
56298474,12000000,37497,123,7.3,1119
32726956,12000000,41088,93,6.5,1119
307166834,12000000,41775,125,7.6,1119
22921898,12000000,36049,121,6.9,1119
25434291,102,41985,102,6.3,1119
54000000,12000000,28856,102,5.4,1119
21133087,12000000,36413,99,6.5,1119
100129872,12000000,41579,98,7.4,1119
23006849,12000000,38779,104,5.8,1119
85512300,12000000,42173,109,6.1,1119
51,86,37995,86,4.3,1119
17654912,12000000,41538,115,7.4,1119
17292381,12000000,37169,86,5.4,1119
22939027,12000000,40893,94,5.6,1119
42931041,12000000,38960,88,6.6,1119
13960203,93,35648,93,5.3,1119
12902790,12000000,36098,100,5.3,1119
21520719,100,40312,100,6.1,1119
31466789,101,37864,101,6.4,1119
85000000,14000000,29845,149,7.9,1119
87100449,123,41502,123,7.8,1119
92863945,119,38126,119,7.1,1119
35485056,12000000,41166,100,6.1,1119
32248241,12000000,42034,106,6.4,1119
6739141,8000000,33877,95,5.7,1119
5542025,12000000,39043,86,5.9,1119
6754898,12000000,39017,116,5.8,1119
4922166,12000000,37792,90,3.0,1119
4939939,12000000,35146,108,5.7,1119
23,12000000,37873,119,4.6,1119
3148182,12000000,39771,110,6.6,1119
88489643,11000000,38925,119,6.7,1119
8371085,12400000,41415,142,7.3,1119
12077441,12000000,41333,99,6.5,1119
19271312,12000000,38127,129,6.9,1119
1644755,12000000,40070,111,6.5,1119
15250000,12000000,36778,114,6.8,1119
10652498,12000000,39925,132,7.6,1119
2570000,19000000,40544,89,3.0,1119
11212294,12000000,40513,131,6.3,1119
17479,20000000,40647,113,5.8,1119
101332962,12000000,41745,99,6.0,1119
83557872,10000000,36770,103,7.7,1119
57469467,11500000,32619,103,6.4,1119
153083102,11000000,30840,106,6.9,1119
775398007,11000000,28270,121,8.1,1119
94073028,11500000,42390,102,5.7,1119
111858363,11000000,24098,197,7.4,1119
93617009,25000000,40529,116,7.2,1119
72778712,11000000,38982,95,6.4,1119
64088552,11000000,33676,120,7.3,1119
78874843,11000000,41872,106,7.3,1119
49797148,11000000,32555,107,6.6,1119
97837138,13000000,37508,81,6.7,1119
41227069,11000000,37281,101,7.5,1119
39363635,11000000,35062,122,7.3,1119
75902208,10500000,36224,97,6.6,1119
68233629,11000000,40108,90,6.0,1119
31672907,11000000,29749,92,6.5,1119
38105395,11000000,39708,114,7.4,1119
23978402,11000000,37176,86,4.1,1119
37170057,12000000,33823,91,5.9,1119
11,11,28606,145,6.4,1119
4884663,12000000,31413,100,5.5,1119
62076141,11000000,42297,111,7.2,1119
20000000,11000000,27746,184,7.7,1119
14782676,24000000,37216,89,5.8,1119
13700000,24000000,36812,84,5.7,1119
59520298,11000000,41160,98,6.3,1119
23430766,11000000,36980,95,4.9,1119
13110448,11000000,37212,100,7.0,1119
61619773,11000000,42104,120,7.3,1119
6413915,14000000,37288,86,5.4,1119
30000000,11000000,34320,118,7.5,1119
4069090,10000000,37875,125,8.2,1119
2832826,11000000,34831,113,6.6,1119
32935319,11000000,41553,105,7.2,1119
16017403,95,37134,95,5.8,1119
2807854,11000000,33452,98,5.1,1119
2200000,11000000,25595,124,5.9,1119
2945242,105,38608,105,6.0,1119
113857533,10800000,39744,92,5.9,1119
17000000,7400000,38940,193,6.1,1119
18535191,14000000,36265,97,6.3,1119
68700000,10500000,24938,149,7.9,1119
792910554,10500000,30044,115,7.3,1119
17500000,10000000,39188,97,5.8,1119
123509,10500000,34579,99,8.5,1119
9622846,12000000,41061,145,6.4,1119
225933435,10000000,35769,126,7.9,1119
163876815,10000000,39017,108,6.1,1119
85300000,10000000,29762,106,6.5,1119
90449929,28000000,36763,98,5.8,1119
118587880,10000000,42550,105,6.1,1119
103166989,10000000,36189,95,5.7,1119
139352633,10000000,39380,93,5.9,1119
91196419,10000000,38359,101,5.6,1119
57231524,6000000,38772,110,6.0,1119
52293982,13800000,31692,119,6.7,1119
50100000,10000000,22914,178,7.2,1119
50752337,10000000,33878,101,6.4,1119
183474602,10000000,38282,92,5.8,1119
41205099,12000000,35111,92,6.5,1119
59217789,10000000,37073,90,6.1,1119
40485039,10000000,32556,90,6.7,1119
37402877,10000000,25107,153,7.0,1119
136836156,10000000,40875,124,6.9,1119
44460850,10000000,36918,83,6.6,1119
36230219,12305523,31227,107,5.9,1119
57500000,10000000,31323,90,6.4,1119
64188367,10000000,42391,97,5.8,1119
33583175,10000000,40191,80,5.8,1119
33526835,20000000,37582,85,6.0,1119
104303851,10000000,42159,97,6.2,1119
25754284,10000000,31128,108,6.4,1119
32101000,10000000,33668,108,5.4,1119
32973937,9000000,39724,89,6.4,1119
30652890,10000000,36476,130,6.8,1119
29450919,10000000,30491,101,6.2,1119
30050028,15000000,32647,114,6.3,1119
29392418,10000000,34661,100,6.0,1119
34411240,8500000,37505,84,5.0,1119
38368909,12000000,38996,103,5.3,1119
25605015,10000000,35958,100,6.1,1119
33697647,10000000,30400,91,6.9,1119
143695338,65000000,42592,102,6.2,1119
20766616,10000000,30610,103,6.9,1119
52882018,10000000,42235,97,5.4,1119
24637469,14000000,41138,116,5.8,1119
42333295,10000000,40123,98,5.8,1119
17096053,9000000,36055,93,7.5,1119
66821036,10000000,40493,100,4.7,1119
85978266,10000000,42061,122,6.3,1119
16153593,10000000,33088,129,6.3,1119
48572000,11000000,32892,96,6.6,1119
28650575,12600000,37771,84,6.0,1119
15795189,10000000,29353,99,6.6,1119
15156200,25000000,36231,110,6.0,1119
21587700,10000000,41395,130,7.0,1119
20342161,10000000,39136,84,5.6,1119
35057696,6400000,40833,99,6.6,1119
17297244,10000000,38484,96,6.2,1119
58978653,5000000,42215,108,6.7,1119
12827813,10000000,36210,89,7.4,1119
10571408,10000000,36364,98,6.4,1119
28883511,10000000,41997,105,6.8,1119
9898412,30000000,36049,100,6.2,1119
8801940,10000000,30980,114,6.4,1119
6110000,10000000,40319,90,5.1,1119
32438988,6000000,41275,90,4.4,1119
9636289,10000000,41082,101,6.3,1119
6861102,87,40585,87,5.9,1119
23875127,20000000,36098,119,8.2,1119
6842058,94,41173,94,5.9,1119
9495408,18000000,36048,131,7.3,1119
7800000,9500000,41523,88,6.4,1119
33000000,10000000,39331,100,6.2,1119
2154696,10000000,29938,79,3.8,1119
21571189,9000000,41888,121,6.5,1119
7177143,10000000,38969,126,6.9,1119
10835752,10000000,42082,107,6.6,1119
4417580,10000000,40799,83,6.1,1119
3275585,11500000,34225,100,5.7,1119
3193102,10000000,36295,89,6.6,1119
98410061,6500000,37999,112,7.2,1119
5164404,10000000,36792,140,6.4,1119
40055439,10000000,42376,95,4.8,1119
439564,14000000,29628,118,6.0,1119
7587485,10000000,42097,97,5.8,1119
1759252,10000000,40718,98,7.0,1119
1631839,10000000,36560,101,5.4,1119
1969193,20000000,41153,105,6.4,1119
3665069,10000000,40796,102,6.5,1119
7022728,10000000,40069,96,6.1,1119
21786738,10000000,39218,111,6.0,1119
598645,10000000,37540,89,4.8,1119
1296184,5000000,39566,106,5.6,1119
42776760,113,37084,113,6.6,1119
1072602,7700000,40588,123,5.9,1119
295750,10000000,40045,99,6.5,1119
42145,110,40480,110,6.4,1119
126247,83,34494,83,4.1,1119
45779,10000000,35846,86,3.0,1119
140987,94,39806,94,5.8,1119
17472,10000000,42186,111,5.1,1119
9069,10000000,40102,85,7.0,1119
11,85,41516,85,6.9,1119
10000000,99,41545,99,4.9,1119
17164377,9500000,39906,107,6.4,1119
4386236,9600000,38598,144,6.0,1119
59827328,11000000,36537,98,6.4,1119
111584787,9500000,24635,117,6.5,1119
19839492,8900000,41091,127,7.5,1119
14144000,10500000,32304,98,4.5,1119
60000000,9400000,23322,163,7.0,1119
85582407,12899867,38792,121,7.3,1119
21817298,7400000,40689,136,7.0,1119
104931801,11000000,29000,117,7.9,1119
30859000,85000,27303,83,7.2,1119
2995811,10000000,40256,106,6.3,1119
83304330,9000000,26240,181,7.4,1119
141195658,5500000,24092,130,6.5,1119
8220215,7000000,40221,110,7.0,1119
41590886,9000000,35375,118,6.9,1119
34573780,9000000,36455,120,6.8,1119
44196684,9000000,32455,87,6.3,1119
24538513,9000000,39220,123,7.3,1119
108782847,9000000,41837,104,6.6,1119
23936908,9000000,38137,88,6.6,1119
28780255,26000000,36574,118,6.5,1119
90400000,40600000,30474,116,7.1,1119
21510851,9000000,39076,84,4.8,1119
6126237,80,37727,80,6.3,1119
19125401,8500000,36777,119,6.4,1119
4777465,9000000,37512,97,6.5,1119
4350774,9000000,34453,79,6.0,1119
2955039,9000000,39234,97,6.0,1119
1053788,119,36091,119,6.9,1119
18663238,9000000,40766,84,6.8,1119
14348529,6000000,41759,98,5.8,1119
771499,9000000,40312,130,4.8,1119
140666,5000000,39043,86,6.1,1119
1046166,9000000,38590,97,4.5,1119
328203506,5000000,31681,97,6.3,1119
20374201,127,40822,127,7.9,1119
14373825,86000000,39414,84,6.3,1119
32222567,8500000,31989,97,6.8,1119
39462438,7000000,40163,112,6.8,1119
29174648,9250000,29166,125,6.8,1119
22456509,8500000,41544,96,5.6,1119
2500000,9000000,25121,98,5.7,1119
20138836,12000000,38962,122,6.8,1119
43528634,8500000,42055,100,6.8,1119
5271666,22000000,37155,104,3.4,1119
4440055,8500000,40122,119,6.8,1119
42345360,12000000,40221,145,7.7,1119
6108720,9000000,41565,106,6.6,1119
1997807,8000000,36315,126,7.0,1119
22889018,6500000,38855,124,7.1,1119
46000000,7700000,41425,159,7.2,1119
30000000,8250000,18940,171,7.0,1119
188126,98,39647,98,6.7,1119
213928762,8000000,34615,154,8.3,1119
76657000,97,29006,97,7.0,1119
38697217,8500000,41935,117,7.6,1119
5001655,8500000,38044,104,5.1,1119
286214286,8200000,23803,174,7.4,1119
69821334,8000000,30750,111,6.1,1119
100523181,8000000,38924,102,7.5,1119
52287414,8000000,31646,89,7.8,1119
82719885,5000000,37560,113,7.1,1119
43000000,8000000,29028,111,7.2,1119
27362712,8000000,37534,109,7.0,1119
39187783,8000000,40816,100,7.0,1119
26049082,8000000,41668,94,6.1,1119
81974493,6500000,25549,142,6.5,1119
18090181,14000000,34620,112,6.4,1119
22593409,8000000,36434,91,5.8,1119
18948425,8000000,38835,112,6.7,1119
17460020,8000000,35811,82,6.4,1119
29010817,8000000,39843,97,5.2,1119
34266564,7000000,36629,102,7.3,1119
16856124,8000000,37268,93,6.1,1119
12671300,8000000,38904,116,6.5,1119
10629321,8000000,40141,118,5.9,1119
25288872,93,41535,93,6.6,1119
74952305,8000000,40431,92,6.7,1119
8880705,110,34446,110,3.9,1119
8279017,8000000,36661,92,6.6,1119
10130000,8000000,40662,104,5.7,1119
25966555,140,33676,140,6.9,1119
5659286,8000000,42368,90,7.0,1119
18124262,8000000,40487,129,7.0,1119
2275557,8000000,33473,79,5.7,1119
6491240,8000000,40365,101,6.9,1119
92,92,39360,92,6.9,1119
589304,8000000,35454,106,6.7,1119
63464861,8000000,41524,104,7.3,1119
852872,8000000,38485,112,5.9,1119
458232,8000000,39202,99,5.8,1119
426224,8000000,38967,91,6.6,1119
3453043,8000000,40346,98,6.4,1119
143451,8000000,38767,107,6.3,1119
53086,8000000,41682,112,5.1,1119
553171,8000000,32340,124,7.8,1119
413454,22000000,39286,97,5.8,1119
2019009,8000000,38650,124,6.1,1119
2455831,93,38384,93,7.0,1119
22441323,7800000,37759,102,6.4,1119
882290,100,32800,100,5.9,1119
145793296,7500000,32855,99,7.0,1119
32392047,7500000,34729,91,6.5,1119
24793509,6500000,38600,92,7.1,1119
35619521,10200000,39241,93,5.6,1119
26096852,7500000,40115,100,6.8,1119
11588205,10284523,38646,104,5.7,1119
12633747,6500000,37270,105,6.8,1119
4245870,7500000,37519,102,4.5,1119
3347647,7500000,38315,110,6.1,1119
10848783,8000000,40059,92,5.7,1119
5634828,8000000,40898,113,6.2,1119
19000000,7500000,39518,107,7.5,1119
1333124,7000000,42529,117,6.4,1119
10329747,7300000,40128,103,6.7,1119
2400000,100,36448,100,4.4,1119
231411584,7500000,39421,96,7.0,1119
116019547,7200000,26280,120,6.3,1119
245066411,6000000,26372,175,8.4,1119
92921203,4000000,30420,95,6.1,1119
60722734,7500000,40011,95,7.2,1119
116700000,7000000,34108,121,7.1,1119
167221571,7000000,41088,110,6.1,1119
161777836,7000000,26850,121,6.4,1119
55447968,112,39486,112,6.7,1119
37710610,6600000,40669,112,6.0,1119
54600000,7000000,38611,93,6.8,1119
49084830,7000000,38625,114,6.8,1119
25405445,7000000,34936,104,6.8,1119
25000000,9000000,27934,119,6.6,1119
97572000,7000000,27364,125,6.3,1119
20256975,7000000,32185,96,4.9,1119
21268532,46,36651,46,7.5,1119
36433975,7000000,41647,89,4.4,1119
14702438,7000000,35146,92,6.3,1119
17986781,700000,42174,103,7.2,1119
14011454,7000000,36397,97,6.2,1119
16829545,7000000,37722,89,6.0,1119
31430334,7000000,40088,105,6.6,1119
14618727,7000000,41892,116,7.0,1119
8373585,7000000,32367,164,7.0,1119
7292175,7000000,36388,96,5.6,1119
5,90,33725,90,5.7,1119
4720371,7000000,36993,113,6.7,1119
29385320,7000000,38303,192,7.4,1119
2062066,7000000,37547,104,6.1,1119
6038942,7000000,40814,112,7.4,1119
1246141,7000000,30414,100,4.5,1119
1429299,7000000,40081,106,5.7,1119
382946,7000000,40200,106,6.7,1119
523511,93,41593,93,5.8,1119
573335,7000000,42279,103,7.1,1119
453079,7000000,40391,108,5.9,1119
1310673,7000000,41332,170,6.7,1119
46488,7000000,40179,108,6.0,1119
30471,6000000,36182,108,7.2,1119
12400000,7000000,41193,76,5.1,1119
41410568,115,31226,115,7.0,1119
8900000,7000000,39518,97,6.9,1119
7993039,6900000,34236,102,7.4,1119
7000000,104,39311,104,6.1,1119
44287131,6900000,41173,101,5.6,1119
7103838,6800000,40425,130,7.9,1119
255273813,6500000,41914,99,5.6,1119
7,82,40034,82,5.2,1119
57504069,6500000,33431,112,7.4,1119
54215416,6500000,31982,108,6.8,1119
31899000,6500000,29397,105,6.8,1119
28451622,6500000,36259,98,7.0,1119
13368437,6500000,38967,88,5.1,1119
12376563,6500000,26004,131,7.0,1119
10,91,36455,91,4.1,1119
17693675,6500000,40818,100,7.0,1119
11850214,6500000,38260,105,7.0,1119
2025032,6500000,38646,100,8.0,1119
2401510,6500000,41425,116,6.5,1119
1548955,6500000,38191,96,6.8,1119
1521261,6500000,40130,113,7.1,1119
8159508,121,39351,121,7.5,1119
78371200,6400000,30981,108,7.3,1119
79384880,4800000,37661,121,7.4,1119
14237000,4000000,31182,91,7.3,1119
2122561,6000000,34992,94,6.8,1119
181813770,6000000,28678,110,7.2,1119
138530565,6000000,31764,120,7.5,1119
119114517,6000000,38163,122,6.8,1119
102308889,6000000,25469,110,7.4,1119
102272727,6000000,23616,139,7.4,1119
43656822,6000000,22572,152,7.0,1119
39846344,6000000,29427,98,6.6,1119
25059640,6000000,36357,106,7.1,1119
23341568,6000000,34899,106,8.1,1119
22168359,8000000,32731,89,5.5,1119
38275483,5000000,37344,92,5.9,1119
44703995,6000000,39698,109,7.3,1119
20400000,6000000,17167,144,6.2,1119
50244700,6000000,29728,99,6.9,1119
18197398,6000000,39302,89,4.4,1119
18814720,12716953,35461,113,6.3,128
18750246,6000000,37727,91,6.6,74
58000000,6000000,35908,99,6.5,354
12000000,6000000,34843,98,5.4,32
48027970,6000000,38961,121,7.4,558
11642254,5000000,32793,96,5.2,183
9206470,5000000,41026,100,6.5,320
7518876,6000000,39493,42,8.0,3
6852450,6000000,36217,101,6.1,44
13231461,6000000,41159,96,6.4,379
6670712,6000000,39878,104,6.9,113
19560274,6000000,40731,96,6.8,372
6230276,7000000,39688,94,4.8,48
10409377,6000000,36271,97,7.1,817
5483299,5500000,41657,120,6.4,300
4398989,6000000,36196,95,5.5,52
3283371,6000000,34208,99,6.9,29
2944752,6000000,37939,94,6.6,111
2025238,6000000,37218,95,6.0,44
638641,6244087,25371,145,7.6,259
2899975,6000000,39632,99,6.2,94
869325,6000000,33397,107,4.6,17
399611,6000000,40627,97,4.7,12
1332231,134005,40739,104,5.3,22
69497,6000000,39696,85,4.7,25
25,152,38969,152,8.0,10
66351,12000000,41221,95,5.6,224
2120439,5952000,30351,87,7.1,454
3897799,5300000,37393,122,7.0,266
32251,6000000,41659,86,5.5,87
530048,4000000,39769,103,6.8,66
6800000,5800000,23641,133,7.2,72
76578641,3500159,37357,112,6.2,578
7000000,5800000,38961,95,4.2,10
126,139,41250,139,4.7,11
18469680,5600000,40071,85,6.4,489
531826,105,40375,105,3.9,6
159616327,5500000,27023,129,7.9,622
58972904,5500000,29721,123,6.8,207
15700000,5500000,26773,105,7.4,278
4865000,5500000,29378,95,3.3,16
3031801,4361898,37778,92,5.6,28
2466444,5000000,37917,104,6.2,73
37295445,6500000,32689,120,7.6,292
792,97,37398,97,7.1,538
11502151,2200000,38743,157,7.2,97
15699707,100,40759,100,7.1,399
5000000,5500000,41889,120,5.9,45
152925093,4000000,38653,92,6.3,1251
108286421,15000000,42439,103,6.8,2468
64282312,5000000,37550,87,6.1,345
44107032,4900000,42572,81,6.3,1129
205703818,5000000,40835,83,5.9,669
103590271,5000000,41936,89,4.9,983
44793222,5000000,31835,96,6.5,354
99067206,5500000,41475,115,7.5,205
142817992,5000000,41199,95,5.2,563
36000000,4100000,19618,135,6.4,42
41833347,5000000,27535,113,6.7,137
34872033,11000000,33486,89,5.1,272
60378584,8000000,37941,110,7.0,485
28200000,5000000,20081,127,6.8,157
86362372,5000000,41640,84,5.2,449
26010864,5000000,29496,124,7.9,719
55198285,5000000,41524,117,7.9,2886
64110728,3300000,42033,83,5.1,505
39723096,9000000,36810,113,8.1,4028
44030246,5000000,41525,104,6.3,1050
26888376,5000000,38862,97,6.9,398
110000000,5000000,36664,110,7.4,750
23198652,4600000,41431,103,7.1,688
20659423,3500000,30012,104,6.8,37
17273593,10000000,40781,90,5.9,365
24804129,5000000,42419,134,7.1,478
40100000,5000000,41865,93,6.1,766
43884652,5000000,41978,99,7.5,1104
15000000,5000000,19961,139,6.0,11
19905359,5000000,29662,99,6.4,86
